algorytm,reprezentacja,rozmiar,gestosc,powtorzenie,czas(ms),koszt
Kruskal,Matrix,600,0.5,16,6.363,754
Kruskal,List,600,0.5,16,9.419,738
Dijkstra,Matrix,600,0.5,16,214.074,2503
Dijkstra,List,600,0.5,16,9.514,2983
BellmanFord,Matrix,600,0.5,16,268.638,2503
BellmanFord,List,600,0.5,16,260.853,2983
Prim,Matrix,600,0.5,17,127.272,784
Prim,List,600,0.5,17,11.027,758
Kruskal,Matrix,600,0.5,17,6.413,784
Kruskal,List,600,0.5,17,9.567,758
Dijkstra,Matrix,600,0.5,17,210.88,3109
Dijkstra,List,600,0.5,17,9.454,2817
BellmanFord,Matrix,600,0.5,17,252.697,3109
BellmanFord,List,600,0.5,17,257.453,2817
Prim,Matrix,600,0.5,18,128.221,779
Prim,List,600,0.5,18,10.925,773
Kruskal,Matrix,600,0.5,18,6.464,779
Kruskal,List,600,0.5,18,9.918,773
Dijkstra,Matrix,600,0.5,18,210.947,2358
Dijkstra,List,600,0.5,18,9.478,2758
BellmanFord,Matrix,600,0.5,18,253.513,2358
BellmanFord,List,600,0.5,18,257.145,2758
Prim,Matrix,600,0.5,19,125.035,787
Prim,List,600,0.5,19,9.976,802
Kruskal,Matrix,600,0.5,19,6.473,787
Kruskal,List,600,0.5,19,11.273,802
Dijkstra,Matrix,600,0.5,19,212.54,2686
Dijkstra,List,600,0.5,19,9.276,2686
BellmanFord,Matrix,600,0.5,19,251.172,2686
BellmanFord,List,600,0.5,19,257.168,2686
Prim,Matrix,600,0.5,20,124.444,716
Prim,List,600,0.5,20,10.908,728
Kruskal,Matrix,600,0.5,20,6.298,716
Kruskal,List,600,0.5,20,9.282,728
Dijkstra,Matrix,600,0.5,20,220.746,2434
Dijkstra,List,600,0.5,20,10.318,2811
BellmanFord,Matrix,600,0.5,20,253.318,2434
BellmanFord,List,600,0.5,20,258.037,2811
Prim,Matrix,600,0.5,21,121.491,743
Prim,List,600,0.5,21,10.876,768
Kruskal,Matrix,600,0.5,21,6.07,743
Kruskal,List,600,0.5,21,9.353,768
Dijkstra,Matrix,600,0.5,21,209.19,3030
Dijkstra,List,600,0.5,21,10.902,2896
BellmanFord,Matrix,600,0.5,21,249.985,3030
BellmanFord,List,600,0.5,21,256.65,2896
Prim,Matrix,600,0.5,22,122.506,751
Prim,List,600,0.5,22,13.181,770
Kruskal,Matrix,600,0.5,22,6.42,751
Kruskal,List,600,0.5,22,10.67,770
Dijkstra,Matrix,600,0.5,22,209.801,5868
Dijkstra,List,600,0.5,22,9.679,4726
BellmanFord,Matrix,600,0.5,22,249.427,5868
BellmanFord,List,600,0.5,22,253.859,4726
Prim,Matrix,600,0.5,23,122.074,740
Prim,List,600,0.5,23,10.429,754
Kruskal,Matrix,600,0.5,23,6.042,740
Kruskal,List,600,0.5,23,9.379,754
Dijkstra,Matrix,600,0.5,23,207.983,5191
Dijkstra,List,600,0.5,23,9.38,3558
BellmanFord,Matrix,600,0.5,23,248.806,5191
BellmanFord,List,600,0.5,23,254.559,3558
Prim,Matrix,600,0.5,24,121.404,769
Prim,List,600,0.5,24,10.686,775
Kruskal,Matrix,600,0.5,24,5.878,769
Kruskal,List,600,0.5,24,9.513,775
Dijkstra,Matrix,600,0.5,24,209.65,2513
Dijkstra,List,600,0.5,24,9.531,2661
BellmanFord,Matrix,600,0.5,24,250.58,2513
BellmanFord,List,600,0.5,24,255.97,2661
Prim,Matrix,600,0.5,25,123.402,740
Prim,List,600,0.5,25,10.232,750
Kruskal,Matrix,600,0.5,25,6.138,740
Kruskal,List,600,0.5,25,9.405,750
Dijkstra,Matrix,600,0.5,25,207.527,4200
Dijkstra,List,600,0.5,25,9.619,5750
BellmanFord,Matrix,600,0.5,25,251.174,4200
BellmanFord,List,600,0.5,25,257.7,5750
Prim,Matrix,600,0.5,26,124.048,769
Prim,List,600,0.5,26,10.287,771
Kruskal,Matrix,600,0.5,26,7.983,769
Kruskal,List,600,0.5,26,9.593,771
Dijkstra,Matrix,600,0.5,26,213.609,2292
Dijkstra,List,600,0.5,26,9.298,2900
BellmanFord,Matrix,600,0.5,26,252.748,2292
BellmanFord,List,600,0.5,26,260.137,2900
Prim,Matrix,600,0.5,27,123.952,760
Prim,List,600,0.5,27,10.945,760
Kruskal,Matrix,600,0.5,27,6.735,760
Kruskal,List,600,0.5,27,13.573,760
Dijkstra,Matrix,600,0.5,27,215.546,2887
Dijkstra,List,600,0.5,27,9.408,2697
BellmanFord,Matrix,600,0.5,27,251.484,2887
BellmanFord,List,600,0.5,27,254.97,2697
Prim,Matrix,600,0.5,28,120.851,755
Prim,List,600,0.5,28,10.026,730
Kruskal,Matrix,600,0.5,28,6.577,755
Kruskal,List,600,0.5,28,9.831,730
Dijkstra,Matrix,600,0.5,28,207.419,14510
Dijkstra,List,600,0.5,28,11.008,30006
BellmanFord,Matrix,600,0.5,28,252.218,14510
BellmanFord,List,600,0.5,28,258.267,30006
Prim,Matrix,600,0.5,29,127.137,748
Prim,List,600,0.5,29,10.903,766
Kruskal,Matrix,600,0.5,29,6.252,748
Kruskal,List,600,0.5,29,9.169,766
Dijkstra,Matrix,600,0.5,29,210.636,32380
Dijkstra,List,600,0.5,29,9.457,40793
BellmanFord,Matrix,600,0.5,29,249.978,32380
BellmanFord,List,600,0.5,29,257.492,40793
Prim,Matrix,600,0.5,30,121.44,761
Prim,List,600,0.5,30,10.216,752
Kruskal,Matrix,600,0.5,30,6.067,761
Kruskal,List,600,0.5,30,9.062,752
Dijkstra,Matrix,600,0.5,30,207.161,2658
Dijkstra,List,600,0.5,30,10.707,2690
BellmanFord,Matrix,600,0.5,30,249.645,2658
BellmanFord,List,600,0.5,30,257.154,2690
Prim,Matrix,600,0.5,31,121.797,745
Prim,List,600,0.5,31,10.918,715
Kruskal,Matrix,600,0.5,31,6.059,745
Kruskal,List,600,0.5,31,9.414,715
Dijkstra,Matrix,600,0.5,31,207.552,5644
Dijkstra,List,600,0.5,31,9.592,4843
BellmanFord,Matrix,600,0.5,31,253.313,5644
BellmanFord,List,600,0.5,31,254.702,4843
Prim,Matrix,600,0.5,32,121.52,764
Prim,List,600,0.5,32,10.383,760
Kruskal,Matrix,600,0.5,32,5.98,764
Kruskal,List,600,0.5,32,9.509,760
Dijkstra,Matrix,600,0.5,32,207.911,4366
Dijkstra,List,600,0.5,32,10.364,5612
BellmanFord,Matrix,600,0.5,32,248.889,4366
BellmanFord,List,600,0.5,32,254.73,5612
Prim,Matrix,600,0.5,33,128.977,794
Prim,List,600,0.5,33,11.299,744
Kruskal,Matrix,600,0.5,33,6.261,794
Kruskal,List,600,0.5,33,10.721,744
Dijkstra,Matrix,600,0.5,33,212.866,2452
Dijkstra,List,600,0.5,33,12.418,2414
BellmanFord,Matrix,600,0.5,33,251.746,2452
BellmanFord,List,600,0.5,33,263.246,2414
Prim,Matrix,600,0.5,34,131.932,729
Prim,List,600,0.5,34,11.008,784
Kruskal,Matrix,600,0.5,34,6.515,729
Kruskal,List,600,0.5,34,10.478,784
Dijkstra,Matrix,600,0.5,34,213.884,2532
Dijkstra,List,600,0.5,34,10.307,2662
BellmanFord,Matrix,600,0.5,34,253.642,2532
BellmanFord,List,600,0.5,34,258.892,2662
Prim,Matrix,600,0.5,35,135.821,722
Prim,List,600,0.5,35,10.422,734
Kruskal,Matrix,600,0.5,35,6.261,722
Kruskal,List,600,0.5,35,9.002,734
Dijkstra,Matrix,600,0.5,35,214.384,2532
Dijkstra,List,600,0.5,35,9.7,2553
BellmanFord,Matrix,600,0.5,35,252.807,2532
BellmanFord,List,600,0.5,35,259.051,2553
Prim,Matrix,600,0.5,36,128.228,770
Prim,List,600,0.5,36,10.127,757
Kruskal,Matrix,600,0.5,36,6.258,770
Kruskal,List,600,0.5,36,11.095,757
Dijkstra,Matrix,600,0.5,36,214.753,3879
Dijkstra,List,600,0.5,36,9.46,3933
BellmanFord,Matrix,600,0.5,36,252.666,3879
BellmanFord,List,600,0.5,36,256.624,3933
Prim,Matrix,600,0.5,37,125.315,754
Prim,List,600,0.5,37,10.655,783
Kruskal,Matrix,600,0.5,37,6.412,754
Kruskal,List,600,0.5,37,9.208,783
Dijkstra,Matrix,600,0.5,37,224.367,2710
Dijkstra,List,600,0.5,37,10.732,2591
BellmanFord,Matrix,600,0.5,37,251.544,2710
BellmanFord,List,600,0.5,37,256.036,2591
Prim,Matrix,600,0.5,38,122.61,724
Prim,List,600,0.5,38,10.412,726
Kruskal,Matrix,600,0.5,38,6.149,724
Kruskal,List,600,0.5,38,9.088,726
Dijkstra,Matrix,600,0.5,38,211.307,6120
Dijkstra,List,600,0.5,38,10.073,4768
BellmanFord,Matrix,600,0.5,38,249.704,6120
BellmanFord,List,600,0.5,38,256.445,4768
Prim,Matrix,600,0.5,39,122.088,756
Prim,List,600,0.5,39,10.459,773
Kruskal,Matrix,600,0.5,39,6.306,756
Kruskal,List,600,0.5,39,9.979,773
Dijkstra,Matrix,600,0.5,39,208.114,3183
Dijkstra,List,600,0.5,39,10.386,9714
BellmanFord,Matrix,600,0.5,39,254.973,3183
BellmanFord,List,600,0.5,39,258.982,9714
Prim,Matrix,600,0.5,40,130.81,732
Prim,List,600,0.5,40,11.536,790
Kruskal,Matrix,600,0.5,40,6.792,732
Kruskal,List,600,0.5,40,11.42,790
Dijkstra,Matrix,600,0.5,40,211.845,3248
Dijkstra,List,600,0.5,40,10.289,3262
BellmanFord,Matrix,600,0.5,40,255.257,3248
BellmanFord,List,600,0.5,40,259.792,3262
Prim,Matrix,600,0.5,41,124.214,762
Prim,List,600,0.5,41,10.277,757
Kruskal,Matrix,600,0.5,41,6.501,762
Kruskal,List,600,0.5,41,9.946,757
Dijkstra,Matrix,600,0.5,41,212.016,7196
Dijkstra,List,600,0.5,41,13.221,4539
BellmanFord,Matrix,600,0.5,41,253.192,7196
BellmanFord,List,600,0.5,41,256.904,4539
Prim,Matrix,600,0.5,42,123.693,783
Prim,List,600,0.5,42,10.887,734
Kruskal,Matrix,600,0.5,42,6.132,783
Kruskal,List,600,0.5,42,10.154,734
Dijkstra,Matrix,600,0.5,42,214.251,4360
Dijkstra,List,600,0.5,42,9.872,3249
BellmanFord,Matrix,600,0.5,42,254.088,4360
BellmanFord,List,600,0.5,42,261.133,3249
Prim,Matrix,600,0.5,43,125.512,748
Prim,List,600,0.5,43,11.355,726
Kruskal,Matrix,600,0.5,43,6.588,748
Kruskal,List,600,0.5,43,10.216,726
Dijkstra,Matrix,600,0.5,43,214.17,3569
Dijkstra,List,600,0.5,43,10.635,2583
BellmanFord,Matrix,600,0.5,43,256.718,3569
BellmanFord,List,600,0.5,43,257.99,2583
Prim,Matrix,600,0.5,44,125.25,698
Prim,List,600,0.5,44,11.391,728
Kruskal,Matrix,600,0.5,44,6.53,698
Kruskal,List,600,0.5,44,9.311,728
Dijkstra,Matrix,600,0.5,44,236.28,2851
Dijkstra,List,600,0.5,44,13.654,2616
BellmanFord,Matrix,600,0.5,44,252.686,2851
BellmanFord,List,600,0.5,44,254.984,2616
Prim,Matrix,600,0.5,45,124.674,764
Prim,List,600,0.5,45,11.629,758
Kruskal,Matrix,600,0.5,45,6.089,764
Kruskal,List,600,0.5,45,9.941,758
Dijkstra,Matrix,600,0.5,45,213.747,32225
Dijkstra,List,600,0.5,45,9.479,8578
BellmanFord,Matrix,600,0.5,45,253.204,32225
BellmanFord,List,600,0.5,45,261.818,8578
Prim,Matrix,600,0.5,46,126.898,784
Prim,List,600,0.5,46,12.076,763
Kruskal,Matrix,600,0.5,46,6.629,784
Kruskal,List,600,0.5,46,11.492,763
Dijkstra,Matrix,600,0.5,46,212.528,2766
Dijkstra,List,600,0.5,46,12.237,2633
BellmanFord,Matrix,600,0.5,46,257.444,2766
BellmanFord,List,600,0.5,46,265.938,2633
Prim,Matrix,600,0.5,47,129.032,780
Prim,List,600,0.5,47,10.6,771
Kruskal,Matrix,600,0.5,47,6.114,780
Kruskal,List,600,0.5,47,9.596,771
Dijkstra,Matrix,600,0.5,47,214.968,2815
Dijkstra,List,600,0.5,47,10.116,2738
BellmanFord,Matrix,600,0.5,47,269.344,2815
BellmanFord,List,600,0.5,47,272.943,2738
Prim,Matrix,600,0.5,48,131.634,724
Prim,List,600,0.5,48,12.745,711
Kruskal,Matrix,600,0.5,48,6.353,724
Kruskal,List,600,0.5,48,12.863,711
Dijkstra,Matrix,600,0.5,48,240.5,3601
Dijkstra,List,600,0.5,48,13.654,6134
BellmanFord,Matrix,600,0.5,48,262.046,3601
BellmanFord,List,600,0.5,48,260.105,6134
Prim,Matrix,600,0.5,49,134.419,749
Prim,List,600,0.5,49,16.13,734
Kruskal,Matrix,600,0.5,49,13.164,749
Kruskal,List,600,0.5,49,21.361,734
Dijkstra,Matrix,600,0.5,49,222.493,2759
Dijkstra,List,600,0.5,49,11.597,2286
BellmanFord,Matrix,600,0.5,49,254.655,2759
BellmanFord,List,600,0.5,49,263.429,2286
Prim,Matrix,600,0.99,0,266.137,604
Prim,List,600,0.99,0,30.668,600
Kruskal,Matrix,600,0.99,0,13.17,604
Kruskal,List,600,0.99,0,37.074,600
Dijkstra,Matrix,600,0.99,0,448.809,2173
Dijkstra,List,600,0.99,0,28.886,2075
BellmanFord,Matrix,600,0.99,0,516.201,2173
BellmanFord,List,600,0.99,0,525.412,2075
Prim,Matrix,600,0.99,1,260.332,603
Prim,List,600,0.99,1,23.902,599
Kruskal,Matrix,600,0.99,1,13.127,603
Kruskal,List,600,0.99,1,25.278,599
Dijkstra,Matrix,600,0.99,1,434.535,2182
Dijkstra,List,600,0.99,1,20.219,2126
BellmanFord,Matrix,600,0.99,1,504.608,2182
BellmanFord,List,600,0.99,1,521.511,2126
Prim,Matrix,600,0.99,2,246.005,600
Prim,List,600,0.99,2,21.334,602
Kruskal,Matrix,600,0.99,2,13.478,600
Kruskal,List,600,0.99,2,23.967,602
Dijkstra,Matrix,600,0.99,2,419.829,2060
Dijkstra,List,600,0.99,2,19.547,2238
BellmanFord,Matrix,600,0.99,2,502.279,2060
BellmanFord,List,600,0.99,2,516.872,2238
Prim,Matrix,600,0.99,3,261.448,602
Prim,List,600,0.99,3,34.451,601
Kruskal,Matrix,600,0.99,3,13.042,602
Kruskal,List,600,0.99,3,40.818,601
Dijkstra,Matrix,600,0.99,3,438.6,1950
Dijkstra,List,600,0.99,3,33.898,2206
BellmanFord,Matrix,600,0.99,3,536.407,1950
BellmanFord,List,600,0.99,3,533.919,2206
Prim,Matrix,600,0.99,4,257.836,600
Prim,List,600,0.99,4,24.181,599
Kruskal,Matrix,600,0.99,4,12.875,600
Kruskal,List,600,0.99,4,26.938,599
Dijkstra,Matrix,600,0.99,4,429.786,2311
Dijkstra,List,600,0.99,4,19.189,2256
BellmanFord,Matrix,600,0.99,4,537.437,2311
BellmanFord,List,600,0.99,4,585.779,2256
Prim,Matrix,600,0.99,5,270.051,601
Prim,List,600,0.99,5,31.465,601
Kruskal,Matrix,600,0.99,5,13.47,601
Kruskal,List,600,0.99,5,32.171,601
Dijkstra,Matrix,600,0.99,5,425.462,1931
Dijkstra,List,600,0.99,5,25.062,2245
BellmanFord,Matrix,600,0.99,5,507.781,1931
BellmanFord,List,600,0.99,5,516.709,2245
Prim,Matrix,600,0.99,6,265.362,600
Prim,List,600,0.99,6,25.519,600
Kruskal,Matrix,600,0.99,6,13.435,600
Kruskal,List,600,0.99,6,27.05,600
Dijkstra,Matrix,600,0.99,6,426.973,2272
Dijkstra,List,600,0.99,6,19.842,2156
BellmanFord,Matrix,600,0.99,6,509.089,2272
BellmanFord,List,600,0.99,6,511.132,2156
Prim,Matrix,600,0.99,7,259.552,600
Prim,List,600,0.99,7,24.259,600
Kruskal,Matrix,600,0.99,7,13.087,600
Kruskal,List,600,0.99,7,28.909,600
Dijkstra,Matrix,600,0.99,7,425.77,2082
Dijkstra,List,600,0.99,7,19.821,2018
BellmanFord,Matrix,600,0.99,7,505.443,2082
BellmanFord,List,600,0.99,7,517.228,2018
Prim,Matrix,600,0.99,8,266.723,600
Prim,List,600,0.99,8,24.759,600
Kruskal,Matrix,600,0.99,8,13.53,600
Kruskal,List,600,0.99,8,30.29,600
Dijkstra,Matrix,600,0.99,8,416.307,2104
Dijkstra,List,600,0.99,8,21.97,2077
BellmanFord,Matrix,600,0.99,8,539.475,2104
BellmanFord,List,600,0.99,8,550.965,2077
Prim,Matrix,600,0.99,9,285.162,603
Prim,List,600,0.99,9,25.852,600
Kruskal,Matrix,600,0.99,9,13.415,603
Kruskal,List,600,0.99,9,28.977,600
Dijkstra,Matrix,600,0.99,9,420.463,2253
Dijkstra,List,600,0.99,9,19.053,2249
BellmanFord,Matrix,600,0.99,9,504.674,2253
BellmanFord,List,600,0.99,9,523.525,2249
Prim,Matrix,600,0.99,10,268.766,602
Prim,List,600,0.99,10,23.677,600
Kruskal,Matrix,600,0.99,10,13.079,602
Kruskal,List,600,0.99,10,21.111,600
Dijkstra,Matrix,600,0.99,10,438.603,2384
Dijkstra,List,600,0.99,10,22.398,2193
BellmanFord,Matrix,600,0.99,10,516.677,2384
BellmanFord,List,600,0.99,10,519.348,2193
Prim,Matrix,600,0.99,11,281.409,600
Prim,List,600,0.99,11,21.285,601
Kruskal,Matrix,600,0.99,11,13.53,600
Kruskal,List,600,0.99,11,21.358,601
Dijkstra,Matrix,600,0.99,11,434.458,2284
Dijkstra,List,600,0.99,11,20.86,2013
BellmanFord,Matrix,600,0.99,11,516.389,2284
BellmanFord,List,600,0.99,11,527.214,2013
Prim,Matrix,600,0.99,12,258.993,600
Prim,List,600,0.99,12,26.565,600
Kruskal,Matrix,600,0.99,12,13.993,600
Kruskal,List,600,0.99,12,27.04,600
Dijkstra,Matrix,600,0.99,12,441.091,2070
Dijkstra,List,600,0.99,12,21.956,1903
BellmanFord,Matrix,600,0.99,12,510.125,2070
BellmanFord,List,600,0.99,12,528.225,1903
Prim,Matrix,600,0.99,13,248.51,600
Prim,List,600,0.99,13,20.547,604
Kruskal,Matrix,600,0.99,13,13.547,600
Kruskal,List,600,0.99,13,28.403,604
Dijkstra,Matrix,600,0.99,13,429.794,1922
Dijkstra,List,600,0.99,13,19.382,2200
BellmanFord,Matrix,600,0.99,13,516.385,1922
BellmanFord,List,600,0.99,13,523.206,2200
Prim,Matrix,600,0.99,14,259.395,601
Prim,List,600,0.99,14,21.929,599
Kruskal,Matrix,600,0.99,14,13.165,601
Kruskal,List,600,0.99,14,21.737,599
Dijkstra,Matrix,600,0.99,14,426.591,2011
Dijkstra,List,600,0.99,14,19.044,2354
BellmanFord,Matrix,600,0.99,14,520.194,2011
BellmanFord,List,600,0.99,14,524.435,2354
Prim,Matrix,600,0.99,15,252.602,600
Prim,List,600,0.99,15,21.181,600
Kruskal,Matrix,600,0.99,15,12.723,600
Kruskal,List,600,0.99,15,21.66,600
Dijkstra,Matrix,600,0.99,15,432.786,2328
Dijkstra,List,600,0.99,15,22.536,2375
BellmanFord,Matrix,600,0.99,15,504.437,2328
BellmanFord,List,600,0.99,15,527.105,2375
Prim,Matrix,600,0.99,16,247.378,600
Prim,List,600,0.99,16,21.582,603
Kruskal,Matrix,600,0.99,16,13.335,600
Kruskal,List,600,0.99,16,24.457,603
Dijkstra,Matrix,600,0.99,16,430.129,2064
Dijkstra,List,600,0.99,16,19.915,2131
BellmanFord,Matrix,600,0.99,16,517.68,2064
BellmanFord,List,600,0.99,16,523.033,2131
Prim,Matrix,600,0.99,17,258.894,599
Prim,List,600,0.99,17,24.545,600
Kruskal,Matrix,600,0.99,17,13.255,599
Kruskal,List,600,0.99,17,24.445,600
Dijkstra,Matrix,600,0.99,17,430.036,2134
Dijkstra,List,600,0.99,17,21.95,2043
BellmanFord,Matrix,600,0.99,17,528.458,2134
BellmanFord,List,600,0.99,17,527.644,2043
Prim,Matrix,600,0.99,18,252.919,601
Prim,List,600,0.99,18,21.953,602
Kruskal,Matrix,600,0.99,18,45.103,601
Kruskal,List,600,0.99,18,24.926,602
Dijkstra,Matrix,600,0.99,18,431.559,2314
Dijkstra,List,600,0.99,18,19.803,2124
BellmanFord,Matrix,600,0.99,18,508.323,2314
BellmanFord,List,600,0.99,18,517.155,2124
Prim,Matrix,600,0.99,19,248.662,601
Prim,List,600,0.99,19,23.626,602
Kruskal,Matrix,600,0.99,19,13.242,601
Kruskal,List,600,0.99,19,31.823,602
Dijkstra,Matrix,600,0.99,19,424.617,2122
Dijkstra,List,600,0.99,19,19.198,2127
BellmanFord,Matrix,600,0.99,19,518.297,2122
BellmanFord,List,600,0.99,19,511.933,2127
Prim,Matrix,600,0.99,20,260.703,600
Prim,List,600,0.99,20,29.591,601
Kruskal,Matrix,600,0.99,20,13.454,600
Kruskal,List,600,0.99,20,37.983,601
Dijkstra,Matrix,600,0.99,20,421.773,2134
Dijkstra,List,600,0.99,20,37.756,2290
BellmanFord,Matrix,600,0.99,20,499.863,2134
BellmanFord,List,600,0.99,20,534.876,2290
Prim,Matrix,600,0.99,21,258.964,599
Prim,List,600,0.99,21,20.819,599
Kruskal,Matrix,600,0.99,21,12.856,599
Kruskal,List,600,0.99,21,22.63,599
Dijkstra,Matrix,600,0.99,21,433.927,2139
Dijkstra,List,600,0.99,21,22.315,2189
BellmanFord,Matrix,600,0.99,21,511.656,2139
BellmanFord,List,600,0.99,21,530.741,2189
Prim,Matrix,600,0.99,22,247.907,600
Prim,List,600,0.99,22,24.258,601
Kruskal,Matrix,600,0.99,22,12.864,600
Kruskal,List,600,0.99,22,22.17,601
Dijkstra,Matrix,600,0.99,22,423.369,2156
Dijkstra,List,600,0.99,22,19.395,2371
BellmanFord,Matrix,600,0.99,22,518.556,2156
BellmanFord,List,600,0.99,22,518.114,2371
Prim,Matrix,600,0.99,23,277.074,600
Prim,List,600,0.99,23,22.336,601
Kruskal,Matrix,600,0.99,23,12.508,600
Kruskal,List,600,0.99,23,23.395,601
Dijkstra,Matrix,600,0.99,23,445.228,2284
Dijkstra,List,600,0.99,23,22.118,2072
BellmanFord,Matrix,600,0.99,23,513.997,2284
BellmanFord,List,600,0.99,23,536.202,2072
Prim,Matrix,600,0.99,24,247.768,600
Prim,List,600,0.99,24,23.792,601
Kruskal,Matrix,600,0.99,24,13.186,600
Kruskal,List,600,0.99,24,23.276,601
Dijkstra,Matrix,600,0.99,24,438.099,2000
Dijkstra,List,600,0.99,24,22.777,2077
BellmanFord,Matrix,600,0.99,24,510.221,2000
BellmanFord,List,600,0.99,24,514.132,2077
Prim,Matrix,600,0.99,25,248.367,600
Prim,List,600,0.99,25,21.22,599
Kruskal,Matrix,600,0.99,25,12.858,600
Kruskal,List,600,0.99,25,21.707,599
Dijkstra,Matrix,600,0.99,25,431.831,2083
Dijkstra,List,600,0.99,25,19.131,2049
BellmanFord,Matrix,600,0.99,25,517.12,2083
BellmanFord,List,600,0.99,25,528.11,2049
Prim,Matrix,600,0.99,26,261.573,601
Prim,List,600,0.99,26,24.413,604
Kruskal,Matrix,600,0.99,26,13.396,601
Kruskal,List,600,0.99,26,32.039,604
Dijkstra,Matrix,600,0.99,26,434.475,2111
Dijkstra,List,600,0.99,26,24.807,2199
BellmanFord,Matrix,600,0.99,26,506.721,2111
BellmanFord,List,600,0.99,26,528.518,2199
Prim,Matrix,600,0.99,27,250.463,602
Prim,List,600,0.99,27,26.93,602
Kruskal,Matrix,600,0.99,27,13.156,602
Kruskal,List,600,0.99,27,21.91,602
Dijkstra,Matrix,600,0.99,27,436.044,2536
Dijkstra,List,600,0.99,27,21.471,2382
BellmanFord,Matrix,600,0.99,27,506.084,2536
BellmanFord,List,600,0.99,27,527.625,2382
Prim,Matrix,600,0.99,28,251.432,599
Prim,List,600,0.99,28,29.648,600
Kruskal,Matrix,600,0.99,28,13.557,599
Kruskal,List,600,0.99,28,26.788,600
Dijkstra,Matrix,600,0.99,28,425.297,2290
Dijkstra,List,600,0.99,28,25.812,2126
BellmanFord,Matrix,600,0.99,28,516.321,2290
BellmanFord,List,600,0.99,28,530.782,2126
Prim,Matrix,600,0.99,29,270.884,601
Prim,List,600,0.99,29,24.278,599
Kruskal,Matrix,600,0.99,29,13.165,601
Kruskal,List,600,0.99,29,31.14,599
Dijkstra,Matrix,600,0.99,29,434.976,2122
Dijkstra,List,600,0.99,29,19.727,2023
BellmanFord,Matrix,600,0.99,29,503.711,2122
BellmanFord,List,600,0.99,29,536.498,2023
Prim,Matrix,600,0.99,30,256.341,606
Prim,List,600,0.99,30,32.656,605
Kruskal,Matrix,600,0.99,30,13.248,606
Kruskal,List,600,0.99,30,33.405,605
Dijkstra,Matrix,600,0.99,30,436.84,2103
Dijkstra,List,600,0.99,30,21.141,2179
BellmanFord,Matrix,600,0.99,30,511.269,2103
BellmanFord,List,600,0.99,30,523.03,2179
Prim,Matrix,600,0.99,31,255.877,600
Prim,List,600,0.99,31,24.26,600
Kruskal,Matrix,600,0.99,31,13.947,600
Kruskal,List,600,0.99,31,28.35,600
Dijkstra,Matrix,600,0.99,31,425,2223
Dijkstra,List,600,0.99,31,19.841,2195
BellmanFord,Matrix,600,0.99,31,515.148,2223
BellmanFord,List,600,0.99,31,509.835,2195
Prim,Matrix,600,0.99,32,270.309,599
Prim,List,600,0.99,32,23.955,600
Kruskal,Matrix,600,0.99,32,13.251,599
Kruskal,List,600,0.99,32,31.858,600
Dijkstra,Matrix,600,0.99,32,432.197,2124
Dijkstra,List,600,0.99,32,23.076,2036
BellmanFord,Matrix,600,0.99,32,511.125,2124
BellmanFord,List,600,0.99,32,533.613,2036
Prim,Matrix,600,0.99,33,251.321,600
Prim,List,600,0.99,33,25.861,601
Kruskal,Matrix,600,0.99,33,13.487,600
Kruskal,List,600,0.99,33,26.749,601
Dijkstra,Matrix,600,0.99,33,442.394,2054
Dijkstra,List,600,0.99,33,19.516,2143
BellmanFord,Matrix,600,0.99,33,526.185,2054
BellmanFord,List,600,0.99,33,531.313,2143
Prim,Matrix,600,0.99,34,249.797,599
Prim,List,600,0.99,34,21.71,600
Kruskal,Matrix,600,0.99,34,13.397,599
Kruskal,List,600,0.99,34,24.132,600
Dijkstra,Matrix,600,0.99,34,429.527,2169
Dijkstra,List,600,0.99,34,19.44,2019
BellmanFord,Matrix,600,0.99,34,517.993,2169
BellmanFord,List,600,0.99,34,528.719,2019
Prim,Matrix,600,0.99,35,253.063,601
Prim,List,600,0.99,35,21.114,601
Kruskal,Matrix,600,0.99,35,13.128,601
Kruskal,List,600,0.99,35,22.098,601
Dijkstra,Matrix,600,0.99,35,437.127,2197
Dijkstra,List,600,0.99,35,21.753,2254
BellmanFord,Matrix,600,0.99,35,516.579,2197
BellmanFord,List,600,0.99,35,525.713,2254
Prim,Matrix,600,0.99,36,254.54,600
Prim,List,600,0.99,36,22.733,601
Kruskal,Matrix,600,0.99,36,13.317,600
Kruskal,List,600,0.99,36,22.805,601
Dijkstra,Matrix,600,0.99,36,434.09,2051
Dijkstra,List,600,0.99,36,27.453,2017
BellmanFord,Matrix,600,0.99,36,528.685,2051
BellmanFord,List,600,0.99,36,513.533,2017
Prim,Matrix,600,0.99,37,271.225,600
Prim,List,600,0.99,37,24.252,600
Kruskal,Matrix,600,0.99,37,13.444,600
Kruskal,List,600,0.99,37,26.283,600
Dijkstra,Matrix,600,0.99,37,421.287,2068
Dijkstra,List,600,0.99,37,23.54,2448
BellmanFord,Matrix,600,0.99,37,508.756,2068
BellmanFord,List,600,0.99,37,518.489,2448
Prim,Matrix,600,0.99,38,257.231,599
Prim,List,600,0.99,38,26.422,599
Kruskal,Matrix,600,0.99,38,13.16,599
Kruskal,List,600,0.99,38,25.148,599
Dijkstra,Matrix,600,0.99,38,443.809,2179
Dijkstra,List,600,0.99,38,22.513,2240
BellmanFord,Matrix,600,0.99,38,511.779,2179
